,href,tag,attention_num,fans_num,weibo_num,user_info
97,https://weibo.com/u/7199299666,好好学习天天向上,"171
关注","35
粉丝","1384
微博","昵称：
Victorydepp
所在地：
其他
性别：
女
生日：
2001年2月28日
简介：
好好学习天天向上
注册时间：
2019-06-18
大学：
北京语言大学"
98,https://weibo.com/u/6588319565,娱乐博主,"275
关注","7082
粉丝","2416
微博","昵称：
守护兔桃
所在地：
广东
性别：
女
生日：
1994年10月1日
简介：
永远爱肖肖！！！
注册时间：
2018-06-30"
99,https://weibo.com/u/7361291352,已死,"160
关注","33115
粉丝","937
微博","昵称：
今天也要flex
所在地：
湖北
性别：
女
生日：
2000年4月24日
简介：
已死
注册时间：
2019-12-24"
100,https://weibo.com/nasama,上海星麦文化传播有限公司短视频制作人 知名电视剧博主,"1257
关注","1574471
粉丝","9334
微博","昵称：
星闻剧场
所在地：
海外 澳大利亚
性别：
女
个性域名：
https://weibo.com/nasama
简介：
追星er 追剧er
注册时间：
2010-05-27
标签：
综艺
电影
电视剧
明星"
101,https://weibo.com/u/3480164767,娱乐博主,"759
关注","93926
粉丝","22666
微博","昵称：
肖战明天娶我
所在地：
重庆 巴南区
性别：
男
生日：
天秤座
博客：
http://weibo.com/p/1005053480164767/info?mod=pedit
简介：
为你战死，是我至高无上的荣耀。
注册时间：
2013-05-19
大学：
重庆工商大学 (2014年)
艺术
标签：
名人明星
八卦杂谈
新闻热点
驻马店生活
美容服饰
奋斗
阳光
发呆
爱笑
爱电影"
102,https://weibo.com/u/6751208526,不是虾 是你嫂子,"403
关注","17430
粉丝","17785
微博","昵称：
小猋
所在地：
重庆
性别：
男
生日：
1991年10月5日
简介：
不是虾 是你嫂子
注册时间：
2018-10-08
公司：
肖战工作室
大学：
重庆工商大学"
103,https://weibo.com/u/5242952434,💘,"690
关注","12081
粉丝","2506
微博","昵称：
-Iiiicey-
所在地：
四川
性别：
女
生日：
天秤座
简介：
💘
注册时间：
2014-08-06"
104,https://weibo.com/u/2291758230,匪夷所思,"570
关注","153
粉丝","784
微博","昵称：
亦丫yoyo
所在地：
湖北 武汉
性别：
女
生日：
1991年1月1日
简介：
匪夷所思
注册时间：
2012-04-10
标签：
娱乐
就算天塌了
也要笑着"
105,https://weibo.com/u/5708209132,娱乐博主,"2058
关注","37216
粉丝","2389
微博","昵称：
吃瓜吧八卦
所在地：
其他
性别：
男
生日：
1999年1月15日
简介：
大号禁止 小号@瓜瓜快乐
注册时间：
2015-09-22"
106,https://weibo.com/u/6683206678,此号也被禁言，临时启用@黑土豆装白莲儿3,"97
关注","6258
粉丝","1067
微博","昵称：
黑土豆装白莲儿2
所在地：
浙江
性别：
男
生日：
1984年6月8日
简介：
此号也被禁言，临时启用@黑土豆装白莲儿3
注册时间：
2018-09-06"
107,https://weibo.com/u/5663195479,微博剪辑视频博主 娱乐博主,"505
关注","28924
粉丝","4173
微博","昵称：
忆笛君妤
所在地：
云南
性别：
女
生日：
1998年11月20日
简介：
在遇见你的那一刻 浩瀚众星 皆降为尘
注册时间：
2015-07-29
公司：
肖战公司 (2011 - 2014)
地区：重庆
职位：财务部门
大学：
重庆商学院"
108,https://weibo.com/u/7068075256,普粉一枚，中专女工，顾家兄弟妻子，看不懂长文，恐装逼人士,"282
关注","13
粉丝","6412
微博","昵称：
我不是大聪明llll
所在地：
黑龙江
性别：
女
简介：
普粉一枚，中专女工，顾家兄弟妻子，看不懂长文，恐装逼人士
注册时间：
2019-04-07"
109,https://weibo.com/u/7384945358,戒骄戒躁戒熬夜,"5
关注","62174
粉丝","147
微博","昵称：
不要回头·肖战
所在地：
海外
性别：
男
生日：
1991年10月5日
简介：
戒骄戒躁戒熬夜
注册时间：
2020-02-02"
110,https://weibo.com/u/6188490765,搬砖社畜，随缘在线，肖战退圈之日即弃号之时。,"196
关注","1398
粉丝","3905
微博","昵称：
千山不送
所在地：
其他
性别：
女
简介：
搬砖社畜，随缘在线，肖战退圈之日即弃号之时。
注册时间：
2017-04-03"
111,https://weibo.com/u/5241322950,娱乐博主,"147
关注","32356
粉丝","3281
微博","昵称：
反派水蜜桃
所在地：
其他
性别：
女
生日：
1960年9月12日
简介：
¨̮ ᴴᴬᵛᴱ ᴬ ᴳᴼᴼᴰ ᵀᴵᴹᴱ
注册时间：
2014-08-04"
112,https://weibo.com/u/1982657625,禁言15天。秽土转生：金碟打牌化三清。,"70
关注","12052
粉丝","573
微博","昵称：
金碟打牌碎星辰
所在地：
重庆
性别：
男
简介：
禁言15天。秽土转生：金碟打牌化三清。
注册时间：
2011-02-21
大学：
墨尔本大学
标签：
文弱"
113,https://weibo.com/cctvmxxdd,CCTV经典咏流传,"574
关注","3529980
粉丝","10357
微博",
114,https://weibo.com/u/7288511484,他还没有填写个人简介,"10
关注","56533
粉丝","5556
微博","昵称：
南山大道nsdd
所在地：
其他
性别：
男
生日：
双子座
注册时间：
2019-08-22"
115,https://weibo.com/u/6659734311,微博原创视频博主,"408
关注","860
粉丝","6607
微博","昵称：
Angelariary
所在地：
重庆
性别：
女
生日：
白羊座
简介：
一起头也不回地向着光走下去吧！
注册时间：
2018-08-25
大学：
重庆工商大学"
116,https://weibo.com/yishichangan0273,微博剪辑视频博主,"276
关注","7958
粉丝","3943
微博","昵称：
弋桉
所在地：
贵州
性别：
女
生日：
1996年6月6日
个性域名：
https://weibo.com/yishichangan0273
简介：
来日方长，未来可期||B站ID: -弋桉 -
注册时间：
2011-09-30
标签：
博客
媒体
校园
浪漫
双子座
艺术
娱乐
电影
时尚
音乐"
117,https://weibo.com/worldlyidealxz,人间蹉跎 你是唯一值得✨ 关于图片视频问题看置顶✨,"4
关注","52269
粉丝","452
微博","昵称：
Worldlyideal_肖战
所在地：
北京
性别：
女
生日：
1991年10月5日
个性域名：
https://weibo.com/worldlyidealxz
简介：
人间蹉跎 你是唯一值得✨ 关于图片视频问题看置顶✨
注册时间：
2019-09-08"
118,https://weibo.com/u/6029943359,娱乐博主 博君一肖超话粉丝大咖,"224
关注","65814
粉丝","1884
微博","昵称：
笛子star
所在地：
其他
性别：
女
生日：
1998年5月17日
简介：
剪刀手✂️ 写文的✏️ 我喜欢的人永远最棒！产出🈲️搬运
注册时间：
2016-09-21
标签：
编剧
电视剧
影视
剪辑"
119,https://weibo.com/u/5892806894,微博韩流视频账号 知名娱乐博主 娱乐综艺视频自媒体,"325
关注","2788053
粉丝","37108
微博","昵称：
视频主
所在地：
海外 美国
性别：
女
感情状况：
求交往
生日：
白羊座
博客：
http://blog.sina.com.cn/shipinzhu
简介：
娱乐明星、韩娱、饭制视频，投稿及合作请直接私信
注册时间：
2016-04-06
标签：
热播综艺
饭制视频
电视剧
娱乐
明星
韩剧"
120,https://weibo.com/u/5850457719,娱乐博主,"1087
关注","130513
粉丝","33387
微博","昵称：
心碎却着迷
所在地：
重庆
性别：
女
生日：
1999年7月11日
简介：
请肖战一定要幸福顺利
注册时间：
2016-02-05
大学：
福建师范大学
重庆工商大学"
121,https://weibo.com/u/5974298950,电影博主,"631
关注","1452433
粉丝","1108
微博","昵称：
影视场刊
所在地：
其他
性别：
女
简介：
原账号叫@电影场刊 现在改名啦，数据还会继续做，也会发些自己私人喜欢的东西
注册时间：
2016-07-01
标签：
电影"
122,https://weibo.com/u/5750065722,我的愛 從古代和你回來,"505
关注","1243
粉丝","12159
微博","昵称：
西决k625
所在地：
内蒙古 巴彦淖尔市
性别：
男
简介：
我的愛 從古代和你回來
注册时间：
2015-11-07"
123,https://weibo.com/u/7214800845?refer_flag=0000015010_&from=feed&loc=nickname,腾讯视频《明日之子乐团季》学员,"81
关注","2727243
粉丝","242
微博","昵称：
鼓手胡宇桐
所在地：
其他
性别：
男
注册时间：
2019-07-02"
124,https://weibo.com/u/6431359521,微博娱评团成员 微博电视团成员 芒果影视超话主持人 知名电视剧博主,"1004
关注","4284333
粉丝","27884
微博","昵称：
芒果影视台
所在地：
湖南
性别：
女
简介：
商务合作 粉丝投稿 请私信
注册时间：
2017-12-11
大学：
湖南大学 (2005年)
传播学院
标签：
影视娱乐
電影
电视剧
电影迷"
125,https://weibo.com/u/2170436132,知名娱乐博主,"155
关注","240743
粉丝","45725
微博","昵称：
-Awide-
所在地：
海外
性别：
女
生日：
巨蟹座
简介：
不哭，带你去看小兔子
注册时间：
2011-06-12
标签：
90后
手机"
126,https://weibo.com/u/5459748072,知名电视剧博主,"354
关注","140361
粉丝","19758
微博","昵称：
学好解剖的SK
所在地：
北京
性别：
女
生日：
1991年4月16日
简介：
快乐追剧 一起吃瓜～
注册时间：
2015-01-02
公司：
大学：
北京电影学院 (2006年)
表演
标签：
名人明星
搞笑幽默"
127,https://weibo.com/u/1569027901,肖红超话小主持人,"985
关注","60019
粉丝","13251
微博","昵称：
浅色夏沫拥抱你
所在地：
四川 成都
性别：
女
生日：
1991年12月26日
博客：
http://blog.sina.com.cn/xueqinhanxue
简介：
虽然爱上你的时候已经错过了陪你一起经历风雨，至少以后的每一天都会陪你一起成长。
注册时间：
2010-05-07
标签：
育儿百科
新闻趣事
美容服饰
搞笑幽默"
128,https://weibo.com/u/7266942213,私信没关，啥都能发给我（看看），接投稿，唠嗑也彳亍，炫耀爱豆也可（要是丑我会嘲的，理直气壮.JPG,"773
关注","2220
粉丝","15335
微博","昵称：
illululusion
所在地：
重庆
性别：
女
生日：
射手座
简介：
私信没关，啥都能发给我（看看），接投稿，唠嗑也彳亍，炫耀爱豆也可（要是丑我会嘲的，理直气壮.JPG
注册时间：
2019-07-29
公司：
天地银行
标签：
熬夜冠军
抵制肖战"
129,https://weibo.com/u/5661635050,肖战超话粉丝大咖,"563
关注","665
粉丝","25988
微博","昵称：
美学的终极奥义
所在地：
上海 徐汇区
性别：
男
生日：
天秤座
简介：
星座爱好者
注册时间：
2015-07-27
公司：
188 (2020 - 2020)
地区：澳门
职位：营销总监
188 (2017 - 2017)
地区：北京
职位：财务经理
大学：
澳门科技大学 (2016年)
国际贸易"
130,https://weibo.com/u/3188348820,她还没有填写个人简介,"131
关注","85
粉丝","4011
微博","昵称：
thn-c
所在地：
其他
性别：
女
注册时间：
2013-02-27
标签：
跌在来打坑里了
塑料制品爱好者
竹马党
FFF团
AGE小分队"
131,,,,,,"汤晨44188
我的经验值： 加关注签到得经验值"
132,https://weibo.com/u/5584177376,娱乐博主 娱乐综艺视频自媒体,"542
关注","2088047
粉丝","2970
微博","昵称：
扒娱者
所在地：
北京 朝阳区
性别：
男
生日：
狮子座
简介：
专注综艺/传播娱乐/安利艺人 饭娱乐旗下艺人宣传专用号
注册时间：
2015-04-09"
133,https://weibo.com/u/7189313003,肖老师说，学习重要！,"214
关注","2009
粉丝","545
微博","昵称：
Eatpiepie
所在地：
广东
性别：
女
生日：
天秤座
简介：
肖老师说，学习重要！
注册时间：
2019-06-11"
134,https://weibo.com/u/6260534625,知名电视剧博主,"330
关注","3784309
粉丝","10800
微博","昵称：
追剧大赏
所在地：
北京
性别：
女
生日：
射手座
简介：
联系请私信。
注册时间：
2017-06-01"
135,https://weibo.com/u/5155768914,赞赞子的兔牙守护者超话小主持人,"1069
关注","4309
粉丝","11040
微博","昵称：
tacoiaki·
所在地：
海外
性别：
女
生日：
2001年1月9日
简介：
喜欢动漫！！喜欢画画！！！！还喜欢一个战儿～
注册时间：
2014-05-27
高中：
枫林高中 (2015年)
标签：
Gossip
Funny
Pet
Constellation
Anime"
136,https://weibo.com/345023523,微博知名综艺节目帐号 知名娱乐博主,"566
关注","5930285
粉丝","11592
微博","昵称：
柚子娱乐
所在地：
四川 成都
性别：
男
生日：
天秤座
个性域名：
https://weibo.com/345023523
简介：
联系请私信。
注册时间：
2011-08-03
公司：
有需求请私信
标签：
综艺娱乐
娛樂"
137,https://weibo.com/u/2627471353,肖战超话粉丝大咖,"329
关注","510
粉丝","1921
微博","昵称：
---茉莉清茶--
所在地：
北京 海淀区
性别：
女
生日：
摩羯座
简介：
热爱可抵岁月漫长～余生一直在❤️
注册时间：
2012-02-23
公司：
标签：
旅游
微博奇葩
星座命理
新闻趣事
搞笑幽默"
138,https://weibo.com/u/7216932871,娱乐博主,"331
关注","57689
粉丝","7419
微博","昵称：
新酒记
所在地：
海外
性别：
女
生日：
射手座
简介：
做一场大梦，与夜同命，与日同辉
注册时间：
2019-07-04
大学：
重庆工商大学 (2014年)
吸赞系"
139,https://weibo.com/u/5664233190,知名电视剧博主 电视剧视频自媒体,"396
关注","276349
粉丝","8174
微博","昵称：
是王阿贤
所在地：
海外
性别：
女
生日：
白羊座
简介：
当时少年挥剑斩尽春风
注册时间：
2015-07-31
标签：
宠物图集"
140,https://weibo.com/u/3226714894,娱乐博主 草莓松塔超话主持人,"402
关注","12010
粉丝","24482
微博","昵称：
吃桃的仙子
所在地：
内蒙古
性别：
女
生日：
天蝎座
简介：
在厂职工，太妹一个，没有素质。
注册时间：
2014-01-28
公司：
大学：
河南师范大学 (2020年)
文登师范学校 (2014年)"
141,https://weibo.com/u/5357699078,游戏博主 游戏视频自媒体,"596
关注","34485
粉丝","16685
微博","昵称：
贞劳斯
所在地：
上海
性别：
男
性取向：
异性恋
感情状况：
单身
生日：
金牛座
简介：
主jrpg/srpg/类银河城/mrfz/lol
注册时间：
2014-11-03
大学：
上海对外经贸大学 (2014年)
国际商务外语学院
标签：
游戏爱好者
動漫
特摄控"
142,https://weibo.com/u/6571295178,娱乐博主,"338
关注","202690
粉丝","15308
微博","昵称：
你该美丽中带着刺
所在地：
重庆
性别：
女
生日：
处女座
简介：
美丽赋予你骄矜的权利，你却化成春雨。
注册时间：
2018-06-10
公司：
中国工商银行股份有限公司 (2018 - 2020)
地区：北京
职位：业务部
大学：
北京大学 (2013年)
医学部 北京大学"
143,https://weibo.com/u/5025794158,肖战超话粉丝大咖 娱乐博主,"330
关注","1229
粉丝","17961
微博","昵称：
追不到我了叭
所在地：
北京
性别：
女
生日：
天秤座
简介：
肖战天天开心
注册时间：
2014-02-07
公司：
肖战工作室
大学：
重庆工商大学 (2016年)
现代国际设计艺术 重庆工商大学"
144,https://weibo.com/277200442,Miracle happens.,"1068
关注","7964
粉丝","46183
微博","昵称：
黑冰叔
真实姓名：
蓝蓝路
所在地：
广东
性别：
男
生日：
天蝎座
博客：
http://fc.bangbang93.com
个性域名：
https://weibo.com/277200442 https://weibo.com/noahd
简介：
Miracle happens.
注册时间：
2010-04-17
公司：
炉心工艺服务器 (2012 - )
地区：其他
职位：服主
：
אוניברסיטת חיפה (2005年)"
145,https://weibo.com/SXCU,本地资讯博主（重庆）,"811
关注","743540
粉丝","13319
微博","昵称：
重庆文娱资讯
所在地：
重庆
性别：
女
生日：
2015年1月1日
个性域名：
https://weibo.com/SXCU
简介：
立足重庆，辐射全国！内容投稿、活动邀请、商务合作请私信。
注册时间：
2012-03-13
大学：
重庆大学"
146,https://weibo.com/ruilileon,《男人风尚》官方微博,"296
关注","1346487
粉丝","5154
微博","联系人：
订阅电话
电话：
010-65171508
友情链接：
官方网站
在线订阅"
147,https://weibo.com/u/3925308009?refer_flag=0000015010_&from=feed&loc=nickname,法律博主,"466
关注","2326702
粉丝","578
微博","昵称：
何运晨Yancy
所在地：
浙江 杭州
性别：
男
生日：
天秤座
简介：
做些值得自己未来感谢的事情吧 （heyunchen@jyyg.ltd）
注册时间：
2013-11-30
标签：
视频音乐
名人明星
八卦杂谈
搞笑幽默"
148,https://weibo.com/ggglx,前线娱乐官方微博,"214
关注","7857103
粉丝","18072
微博",
149,https://weibo.com/alenlovetank,远离上等人 只爱屋 不及乌,"332
关注","25692
粉丝","3440
微博","昵称：
双兔小弦弦
所在地：
其他
性别：
女
生日：
双鱼座
个性域名：
https://weibo.com/alenlovetank
简介：
远离上等人 只爱屋 不及乌
注册时间：
2012-07-10
标签：
设计
追星
猫
90后
音乐"
150,https://weibo.com/u/3736415701,肖战超话主持人,"154
关注","984598
粉丝","6503
微博","昵称：
1005号虾虾能量客栈
所在地：
重庆
性别：
男
生日：
1991年10月5日
简介：
1005虾虾能量客栈
注册时间：
2013-08-22
标签：
体育资讯"
151,https://weibo.com/kenny1995,吃瓜鹅官方微博,"78
关注","1823983
粉丝","26409
微博",
152,https://weibo.com/277554945,知名娱乐博主 娱乐综艺视频自媒体,"201
关注","5990509
粉丝","20675
微博","昵称：
吃瓜卫视
所在地：
北京
性别：
男
个性域名：
https://weibo.com/277554945
注册时间：
2013-05-21"
153,https://weibo.com/u/5699590177,智者不入爱河。🌛,"284
关注","237
粉丝","9674
微博","昵称：
啵豹新闻
所在地：
浙江
性别：
女
生日：
1996年9月20日
简介：
智者不入爱河。🌛
注册时间：
2015-09-12
公司：
漂亮男孩营业厅"
154,https://weibo.com/u/2400966427,知名搞笑幽默博主,"1050
关注","2822094
粉丝","68652
微博","昵称：
冬亚
所在地：
云南
性别：
男
性取向：
同性恋
简介：
Hey Luke
注册时间：
2011-10-07
大学：
中国农业大学
标签：
微博要饭为生
矮穷丑挫挊
人形自走吐槽机
屌丝"
155,https://weibo.com/roseonlyshop,诺誓（北京）商业股份有限公司,"62
关注","1271217
粉丝","5961
微博","联系人：
爱的派递员
电话：
400-1314-520
邮箱：
kefu@roseonly.com
友情链接：
官方网站
天猫
实体店址"
156,https://weibo.com/u/6312800790,发牢骚专用博，互联网疾病不要沾我,"284
关注","207
粉丝","583
微博","昵称：
空游杂绪
所在地：
其他
性别：
女
生日：
2001年12月13日
简介：
发牢骚专用博，互联网疾病不要沾我
注册时间：
2017-07-08"
157,https://weibo.com/u/7405498035,他还没有填写个人简介,"132
关注","17
粉丝","1610
微博","昵称：
愤怒的oldschool
所在地：
北京
性别：
男
生日：
1970年1月1日
注册时间：
2020-03-04"
158,https://weibo.com/u/2179711467,娱乐博主 娱乐综艺视频自媒体,"750
关注","99901
粉丝","13029
微博","昵称：
战羡兔紙
所在地：
江苏 南京
性别：
男
生日：
1997年6月30日
简介：
藏在众多孤星之中✨ 还是找得到你
注册时间：
2011-06-15
大学：
中国传媒大学南广学院 (2018年)
标签：
旅遊
服装
影视"
159,https://weibo.com/dfwschineseidol,东方卫视《我们的歌》官方微博,"594
关注","1888619
粉丝","12485
微博",
160,https://weibo.com/u/3392696194,颜值博主,"89
关注","124144
粉丝","10757
微博","昵称：
一个三哈
所在地：
福建 厦门
性别：
男
生日：
1997年9月6日
简介：
肖战的不动资产
注册时间：
2013-05-23
标签：
名人明星
娱乐"
161,https://weibo.com/tencentmusic,腾讯科技（北京）有限公司,"1566
关注","763240
粉丝","18974
微博","友情链接：
腾讯视频音乐频道
腾讯视频演唱会频道"
162,https://weibo.com/jianhuangshi,知名娱乐博主,"816
关注","3208745
粉丝","23401
微博","昵称：
扒圈小猪
所在地：
海外
性别：
女
生日：
1900年1月1日
个性域名：
https://weibo.com/jianhuangshi
简介：
合作qq ：16038986
注册时间：
2014-07-08
标签：
喜欢听歌
简单
看电影
语录
爱电影"
163,https://weibo.com/u/6290577101,虾爬子和米蛆杀手，你饼嘴臭球迷，对线对面什么素质我就什么素质，娃蜜，骂人直接上升不懂也不想精准点...,"374
关注","499
粉丝","13436
微博","昵称：
溺死在深坑里的仙女
所在地：
重庆
性别：
男
生日：
天秤座
简介：
虾爬子和米蛆杀手，你饼嘴臭球迷，对线对面什么素质我就什么素质，娃蜜，骂人直接上升不懂也不想精准点艹，爱好拉黑，楼丝杀手＋女👊 嘲笑先锋
注册时间：
2017-06-20
标签：
各种墙头到处爬
污海难自拔
欧美控电影迷"
164,https://weibo.com/hxdsb,封面新闻华西都市报官方微博,"8329
关注","22342256
粉丝","154092
微博","友情链接：
封面新闻
华西都市报电子版
华西都市网
华西城市读本
华西社区报"
165,https://weibo.com/u/6881948300,暖暖小时光，谢谢你的喜欢❤️,"80
关注","2173
粉丝","297
微博","昵称：
IN小时光面馆
所在地：
湖北 武汉
性别：
男
生日：
1998年8月8日
简介：
暖暖小时光，谢谢你的喜欢❤️
注册时间：
2018-12-11"
166,https://weibo.com/u/6733257358,TME腾讯音乐娱乐旗下《由你音乐榜》官方微博,"693
关注","1411566
粉丝","8588
微博","友情链接：
由你音乐榜官方网站"
167,https://weibo.com/u/7366519560,娱乐博主 肖战超话粉丝大咖,"273
关注","29533
粉丝","9342
微博","昵称：
奶赞阿呜
所在地：
重庆 巴南区
性别：
女
生日：
1991年10月5日
简介：
喜欢肖肖
注册时间：
2020-01-03
大学：
重庆大学 (2020年)
艺术学院 重庆工商大学 (2009年)
艺术设计学院 重庆工商大学"
168,https://weibo.com/u/3198127190,黄濑凉太超话主持人,"64
关注","878
粉丝","4879
微博","昵称：
为纯良干杯
所在地：
江苏
性别：
女
生日：
双子座
简介：
我反227粉，没有乐华忘义博和马桶的227一片散沙 王一博忘义博九漏鱼废物，马桶🚽 粉随正主除了会吃屎啥也不会
注册时间：
2013-02-22
大学：
上海交通大学 (2013年)
标签：
投资理财
游戏动漫
教育就业
旅游"
169,https://weibo.com/u/3800000999,电视剧博主,"165
关注","13078
粉丝","1657
微博","昵称：
-魔君
所在地：
其他
性别：
女
生日：
1998年3月13日
简介：
讨好他人的产出远不如快乐自己的创作
注册时间：
2013-09-19
公司：
散装拉郎剪辑中心
标签：
漫威
平面设计
视频剪辑
自信
文字控
音乐
美图摄影"
170,https://weibo.com/u/6070903737,肖战超话粉丝大咖,"1268
关注","20195
粉丝","11294
微博","昵称：
凌雪为战归
所在地：
湖南
性别：
女
生日：
金牛座
简介：
快乐虾一只，偶尔有产出
注册时间：
2016-11-17"
171,https://weibo.com/u/2949495107,一只平易近人的狗,"903
关注","10090
粉丝","8232
微博","昵称：
景三雾雨虚
所在地：
其他
性别：
女
性取向：
双性恋
生日：
1970年2月2日
简介：
一只平易近人的狗
注册时间：
2012-09-16
标签：
画画
插画
动画
原创"
172,https://weibo.com/u/7372255877,抱图随意，二传cr，授权约稿请私信，不接急稿，🈲 二改,"202
关注","2780
粉丝","1446
微博","昵称：
豆包夏阳
所在地：
海外 英国
性别：
女
生日：
天秤座
简介：
抱图随意，二传cr，授权约稿请私信，不接急稿，🈲 二改
注册时间：
2020-01-15
公司：
大学：
重庆工商大学"
173,https://weibo.com/superjuniorhg,小绿豆的小世界超话主持人,"571
关注","32545
粉丝","5099
微博","昵称：
小绿豆呐
所在地：
重庆
性别：
女
生日：
1995年1月20日
个性域名：
https://weibo.com/superjuniorhg
简介：
你偏要活下去 一直火下去
注册时间：
2010-07-01
标签：
李东海
SUPERJUNIOR
肖战"
174,https://weibo.com/619130789,知名娱乐博主 微博娱乐资讯博主 微博娱评团成员 微博签约自媒体,"705
关注","505322
粉丝","9317
微博","昵称：
深扒王
所在地：
北京
性别：
女
生日：
2006年3月3日
个性域名：
https://weibo.com/619130789
简介：
正义路人，娱乐爆料评论人，最新娱乐资讯。欢迎各家粉丝给深扒投稿，如果有选用的素材原作者不同意发布的，请私信联系删除。
注册时间：
2014-10-25
公司：
SM华谊天娱芒果家亲戚
大学：
北京电影学院 (2003年)
标签：
综艺
影评
时尚
娱乐评论人
电视
娱乐圈
娱乐八卦
娱乐资讯
娱乐
电影"
175,https://weibo.com/u/5876345365,永远为阿中哥打CALL🇨🇳,"522
关注","191
粉丝","2713
微博","昵称：
王八没有文化
所在地：
湖南 长沙
性别：
女
生日：
1919年7月9日
简介：
永远为阿中哥打CALL🇨🇳
注册时间：
2016-03-08"
176,https://weibo.com/u/2151427312,水产和“冰橙汁”都远离我。,"757
关注","10355
粉丝","1322
微博","昵称：
限时I撤回
所在地：
江西
性别：
女
简介：
水产和“冰橙汁”都远离我。
注册时间：
2011-05-30"
177,https://weibo.com/u/2043594273,爱与正义,"23
关注","4127
粉丝","1061
微博","昵称：
伪魔法少女修
所在地：
河南 洛阳
性别：
男
简介：
爱与正义
注册时间：
2011-03-25"
178,https://weibo.com/u/5730651369,我在,"495
关注","53547
粉丝","7049
微博","昵称：
ManlinessMadeMeMatchless
所在地：
海外
性别：
男
简介：
我在
注册时间：
2015-10-18
公司：
兔子窝 (2020 - 2020)
地区：重庆 ，巴南区
职位：保猋"
179,https://weibo.com/u/6332798665,微博剪辑视频博主,"796
关注","1334
粉丝","2904
微博","昵称：
RWTEP
所在地：
重庆 渝中区
性别：
女
生日：
天秤座
简介：
是个美女zhan7.
注册时间：
2017-10-03
大学：
成都学院 (2019年)
文学与新闻传播学院"
180,https://weibo.com/u/3030968965,娱乐博主,"375
关注","342427
粉丝","18489
微博","昵称：
55bokii
所在地：
其他
性别：
女
生日：
射手座
简介：
我怀念你
注册时间：
2012-10-22"
181,https://weibo.com/u/7095711504,所有的偏爱都只属于你,"186
关注","1919
粉丝","1479
微博","昵称：
呆桃墨墨子
所在地：
北京
性别：
女
生日：
1998年12月7日
简介：
所有的偏爱都只属于你
注册时间：
2019-04-24
公司：
世界无限循环热恋公司"
182,https://weibo.com/u/6065659902,娱乐博主 肖战超话粉丝大咖,"582
关注","2474
粉丝","3293
微博","昵称：
肖兔兔的小仙女sean
所在地：
福建 福州
性别：
女
生日：
1995年11月5日
简介：
“ 如果一直想见谁， 迟早肯定见得到。”
注册时间：
2016-11-07
大学：
重庆工商大学"
183,https://weibo.com/u/5023813358,娱乐博主 微博原创视频博主,"682
关注","45615
粉丝","878
微博","昵称：
西木兮Mer
所在地：
浙江 杭州
性别：
女
生日：
1995年12月12日
简介：
爱啵啵赞赞，谁也不许骂我的大宝贝
注册时间：
2014-02-04
标签：
八卦杂谈
视频音乐
환자
学生一枚
爱幻想
music
90后但我不脑残
韩剧"
184,https://weibo.com/u/3498279325,娱乐博主 肖战超话粉丝大咖,"266
关注","31164
粉丝","21178
微博","昵称：
蜡笔哈子喵
所在地：
重庆
性别：
女
生日：
1991年10月5日
简介：
时差党，原id：naomita喵，蜡笔考古喵
注册时间：
2013-05-28
标签：
名人明星"
185,https://weibo.com/u/3876354550,她还没有填写个人简介,"528
关注","272
粉丝","1314
微博","昵称：
雍正御批
所在地：
上海 浦东新区
性别：
女
生日：
巨蟹座
注册时间：
2013-10-28
标签：
美食
名人明星
视频音乐
搞笑幽默
动漫"
186,https://weibo.com/u/6324340223,种花家反黑煮虾赞bot,"369
关注","1544
粉丝","1139
微博","昵称：
又被嘟嘴
所在地：
其他
性别：
男
简介：
种花家反黑煮虾赞bot
注册时间：
2017-07-21"
187,https://weibo.com/cqtv68629315,重庆广电集团（总台）新闻频道官方微博,"390
关注","904451
粉丝","43163
微博","联系人：
重庆新闻频道
电话：
02368629315
邮箱：
appxmt@163.com"
188,https://weibo.com/u/6861395414,娱乐博主,"413
关注","242995
粉丝","16293
微博","昵称：
生菜生吃
所在地：
其他
性别：
男
生日：
巨蟹座
简介：
都有光明的未来
注册时间：
2018-11-22"
189,https://weibo.com/u/6514784359,知名时尚博主 肖战超话粉丝大咖,"34
关注","341511
粉丝","610
微博","昵称：
肖战衣橱·DayToyCloset
所在地：
其他
性别：
女
生日：
1991年10月5日
简介：
肖战同款时尚科普@X玖少年团肖战DAYTOY
注册时间：
2018-03-26"
190,https://weibo.com/u/6511453608,微博2018十大影响力剧综机构 微博电视团成员 微博剧评人 知名电视剧博主,"1274
关注","8446474
粉丝","17124
微博","昵称：
追剧
所在地：
北京
性别：
男
感情状况：
单身
生日：
1994年12月18日
血型：
B
简介：
追剧人士必备关注！追剧协会会·长
注册时间：
2018-03-22
公司：
全民追剧协会会长 (2017 - )
地区：北京 ，东城区
职位：经理
大学：
北京师范大学 (2017年)
信息网络中心
标签：
演员演技
剧情解析
网剧
日剧
韩剧
剧评
吐槽
追剧
电视剧"
191,https://weibo.com/u/3555235370,娱乐博主 电视剧视频自媒体,"447
关注","185900
粉丝","24005
微博","昵称：
他会有更广阔的天地
所在地：
北京
性别：
女
生日：
天蝎座
简介：
一枚钱苏！
注册时间：
2013-06-23
公司：
赞兔爱护组织
标签：
搞笑幽默
视频音乐"
